"id","localityNo","year","week","hasReportedLice","hasMechanicalRemoval","hasBathTreatment","hasInFeedTreatment","hasCleanerFishDeployed","isFallow","avgAdultFemaleLice","avgMobileLice","avgStationaryLice","seaTemperature","bathTreatments","inFeedTreatments","cleanerFish","mechanicalRemoval","timeSinceLastChitinSynthesisInhibitorTreatment"
522018,13227,2017,41,true,false,false,false,false,false,0,0.2,0,13.73,"[]","[]",,,
521026,12067,2017,41,true,false,false,false,false,false,0.26,0.93,0.03,10,"[]","[]",,,
522015,12982,2017,41,true,false,false,false,false,false,0.27,1.25,0.18,13.2,"[]","[]",,,
521349,15196,2017,41,true,false,false,false,false,false,0,0.38,0.05,13.34,"[]","[]",,,
521857,11179,2017,41,true,false,false,false,false,false,0.1,0.2,0.2,10.7,"[]","[]",,,
521846,11513,2017,41,true,false,false,false,false,false,0.07,0.13,0.17,14,"[]","[]",,,
521818,32277,2017,41,true,false,false,false,false,false,0.16,1.33,0.39,12.8,"[]","[]",,,
521824,32297,2017,41,true,false,false,false,false,false,0.3,1.3,0.25,12.8,"[]","[]",,,
521643,30156,2017,41,true,false,false,false,false,false,0.06,0.07,0,11.2,"[]","[]",,,
521524,29816,2017,41,true,false,false,false,false,false,0.2,0.33,0,12.97,"[]","[]",,,
521331,12085,2017,41,true,false,false,false,false,false,0.02,0.08,0.06,13.4,"[]","[]",,,
521735,11800,2017,41,true,false,false,false,false,false,0.02,0.22,0.07,12.87,"[]","[]",,,
521770,12988,2017,41,true,false,false,false,false,false,0.48,0.85,0,12.89,"[]","[]",,,
522058,13254,2017,41,true,false,false,false,false,false,0,0.38,0,13.11,"[]","[]",,,
521023,12086,2017,41,true,false,false,false,false,false,0,0.03,0.03,14.36,"[]","[]",,,
521440,26795,2017,41,true,false,false,false,false,false,0,0,0.01,11.96,"[]","[]",,,
521290,13873,2017,41,true,false,false,false,false,false,2.46,1.2,0.19,13.01,"[]","[]",,,
521221,32537,2017,41,true,false,false,false,false,false,0.08,0.15,4.2,10.9,"[]","[]",,,
521999,13845,2017,41,true,false,false,false,false,false,0.24,0.45,0.01,13.61,"[]","[]",,,
521881,13572,2017,41,true,false,false,false,false,false,0,0.07,0.05,13.1,"[]","[]",,,
522073,25055,2017,41,true,false,false,false,false,false,0,0.3,0.19,13.29,"[]","[]",,,
521478,12095,2017,41,true,false,false,false,false,false,0,0.26,0.1,13.1,"[]","[]",,,
521856,20396,2017,41,true,false,false,false,false,false,0,0.01,0.01,8.4,"[]","[]",,,
522007,12178,2017,41,true,false,false,true,false,false,0.01,0.08,0.03,14.2,"[]","[{""id"":711673,""treatmentType"":""InFeed"",""startDate"":""2017-10-09T00:00:00"",""endDate"":""2017-10-14T00:00:00"",""entireLocality"":false,""treatmentDetail"":[{""id"":715257,""substanceId"":0,""substance"":{""id"":7,""name"":""Teflubenzuron""}},{""id"":715258,""substanceId"":0,""substance"":{""id"":5,""name"":""Emamectin benzoat""}}]},{""id"":711709,""treatmentType"":""InFeed"",""startDate"":""2017-10-15T00:00:00"",""endDate"":""2017-10-21T00:00:00"",""entireLocality"":false,""treatmentDetail"":[{""id"":715296,""substanceId"":0,""substance"":{""id"":5,""name"":""Emamectin benzoat""}}]}]",,,"7.00:00:00"
521831,30397,2017,41,true,false,false,false,false,false,0.01,0.01,0,11.8,"[]","[]",,,
521420,12625,2017,41,true,false,false,false,false,false,0.22,2.95,0.08,11.9,"[]","[]",,,
521713,11930,2017,41,true,true,false,false,false,false,0.15,0.32,0.02,14.1,"[]","[]",,"{""id"":703860,""entireLocality"":false}",
521859,12308,2017,41,true,false,false,false,false,false,0,0.08,0.08,13.8,"[]","[]",,,
521295,34997,2017,41,true,false,false,false,false,false,0,0.22,0.04,11.7,"[]","[]",,,
521465,22455,2017,41,true,false,false,false,false,false,0,0.09,0.04,13.4,"[]","[]",,,
521087,10212,2017,41,true,false,false,false,false,false,0.16,0.25,0,11.7,"[]","[]",,,
521372,23436,2017,41,true,false,false,false,false,false,0.02,0.08,0.18,15,"[]","[]",,,
