"id","localityNo","year","week","hasReportedLice","hasMechanicalRemoval","hasBathTreatment","hasInFeedTreatment","hasCleanerFishDeployed","isFallow","avgAdultFemaleLice","avgMobileLice","avgStationaryLice","seaTemperature","bathTreatments","inFeedTreatments","cleanerFish","mechanicalRemoval","timeSinceLastChitinSynthesisInhibitorTreatment"
610184,11179,2018,36,true,false,false,false,false,false,0.2,0.2,0,12,"[]","[]",,,
610008,38037,2018,36,true,false,false,false,false,false,0,0,0,12.54,"[]","[]",,,
609866,11756,2018,36,true,false,false,false,false,false,0,0.05,0.03,15.4,"[]","[]",,,
609658,15196,2018,36,true,false,false,false,false,false,0.2,1.05,0.45,15.64,"[]","[]",,,
609340,12086,2018,36,true,false,false,false,false,false,0.3,0.76,0.04,17.1,"[]","[]",,,
609839,13563,2018,36,true,false,false,false,false,false,0.1,0.1,0.02,14.9,"[]","[]",,,
609840,29816,2018,36,true,false,false,false,true,false,0.08,0.25,0.02,16.64,"[]","[]","{""id"":747555,""liceReport"":null,""entireLocality"":false,""cleanerFishDetail"":[{""id"":789941,""speciesId"":1691,""species"":{""id"":1691,""name"":""Berggylt""},""quantity"":214},{""id"":789942,""speciesId"":1693,""species"":{""id"":1693,""name"":""Bergnebb""},""quantity"":618},{""id"":789943,""speciesId"":1694,""species"":{""id"":1694,""name"":""Grøngylt""},""quantity"":6712}]}",,
609490,12357,2018,36,true,false,false,false,false,false,0.05,1.65,0.64,13.5,"[]","[]",,,
610374,13518,2018,36,true,false,false,false,false,false,0.03,0.13,0.09,11.7,"[]","[]",,,
610094,12988,2018,36,true,false,false,false,true,false,0,0.23,0,14.79,"[]","[]","{""id"":747544,""liceReport"":null,""entireLocality"":false,""cleanerFishDetail"":[{""id"":789916,""speciesId"":1691,""species"":{""id"":1691,""name"":""Berggylt""},""quantity"":1174},{""id"":789917,""speciesId"":1693,""species"":{""id"":1693,""name"":""Bergnebb""},""quantity"":5777},{""id"":789918,""speciesId"":1694,""species"":{""id"":1694,""name"":""Grøngylt""},""quantity"":2710}]}",,
