"id","localityNo","year","week","hasReportedLice","hasMechanicalRemoval","hasBathTreatment","hasInFeedTreatment","hasCleanerFishDeployed","isFallow","avgAdultFemaleLice","avgMobileLice","avgStationaryLice","seaTemperature","bathTreatments","inFeedTreatments","cleanerFish","mechanicalRemoval","timeSinceLastChitinSynthesisInhibitorTreatment"
464119,12982,2017,11,true,false,false,false,false,false,0.07,0.3,0,6.3,"[]","[]",,,
464147,13518,2017,11,true,false,false,false,false,false,0.16,0.54,0.18,3.9,"[]","[]",,,
463933,32297,2017,11,true,false,false,false,false,false,0.17,0.27,0,6.4,"[]","[]",,,
463927,32277,2017,11,true,false,false,false,false,false,0.06,0.14,0.02,5.5,"[]","[]",,,
463639,13563,2017,11,true,false,false,false,false,false,0.25,4.88,2.32,6.3,"[]","[]",,,
463640,29816,2017,11,true,false,false,false,false,false,0.08,0.23,0.13,5.7,"[]","[]",,,
463346,32537,2017,11,true,false,false,false,false,false,0.04,0.1,0.19,3.8,"[]","[]",,,
463310,12357,2017,11,true,false,false,false,false,false,0.32,0.98,0.04,6.1,"[]","[]",,,
463847,11800,2017,11,true,false,false,false,false,false,0.32,3.73,1.25,6.22,"[]","[]",,,
463882,12988,2017,11,true,false,false,false,false,false,0.22,0.71,0.04,5.77,"[]","[]",,,
463413,13873,2017,11,true,false,true,false,false,false,0.03,0.09,0,7.1,"[{""id"":711117,""treatmentType"":""Bath"",""startDate"":null,""endDate"":null,""entireLocality"":false,""treatmentDetail"":[{""id"":714665,""substanceId"":0,""substance"":{""id"":99,""name"":""Annet virkestoff""}}]}]","[]",,,
464120,13872,2017,11,true,false,true,false,false,false,0.01,0.05,0.01,6.3,"[{""id"":711115,""treatmentType"":""Bath"",""startDate"":null,""endDate"":null,""entireLocality"":false,""treatmentDetail"":[{""id"":714663,""substanceId"":0,""substance"":{""id"":99,""name"":""Annet virkestoff""}}]}]","[]",,,
464033,13305,2017,11,true,false,false,false,false,false,0.48,5.1,0.25,3.4,"[]","[]",,,
463825,11930,2017,11,true,false,false,false,true,false,0.06,0.32,0.36,4.5,"[]","[]","{""id"":731865,""liceReport"":null,""entireLocality"":true,""cleanerFishDetail"":[{""id"":757378,""speciesId"":222120,""species"":{""id"":222120,""name"":""Rognkjeks (hun)""},""quantity"":51177}]}",,
464105,13845,2017,11,true,false,false,false,false,false,0.06,0.22,0.1,6.1,"[]","[]",,,
464112,12178,2017,11,true,false,false,false,false,false,0.33,1.68,0.85,6.8,"[]","[]",,,
463968,12308,2017,11,true,false,false,false,false,false,0.2,0.55,0.38,6.1,"[]","[]",,,
463542,12625,2017,11,true,false,false,false,false,false,0.07,0.33,0.13,5.4,"[]","[]",,,
463418,34997,2017,11,true,false,false,false,false,false,0.45,0.7,0.2,5,"[]","[]",,,
463753,11340,2017,11,true,false,false,false,false,false,0.25,0.72,0.02,4.1,"[]","[]",,,
463137,25055,2017,11,true,false,false,false,false,false,0.33,3.49,0.88,6.2,"[]","[]",,,
463485,12156,2017,11,true,false,false,false,false,false,0,0.01,0.03,7.1,"[]","[]",,,
463214,10212,2017,11,true,false,false,false,false,false,0.02,0.61,0.09,6,"[]","[]",,,
463935,13209,2017,11,true,false,false,false,false,false,0.09,0.21,0.19,5.7,"[]","[]",,,
463812,11399,2017,11,true,false,false,false,false,false,0.4,0.7,0.4,5.78,"[]","[]",,,
463281,13284,2017,11,true,false,false,false,false,false,0.32,0.91,0.52,4.1,"[]","[]",,,
463837,12040,2017,11,true,false,false,false,false,false,0.05,1.33,0.47,5.94,"[]","[]",,,
464133,15796,2017,11,true,false,false,false,false,false,0.36,1.15,1.11,4.7,"[]","[]",,,
463135,13143,2017,11,true,false,false,false,false,false,0,0.18,0.15,3.3,"[]","[]",,,
463208,28336,2017,11,true,false,false,false,false,false,0.09,0.19,0.01,5.29,"[]","[]",,,
463258,13765,2017,11,true,false,false,false,false,false,0.13,0.22,0,5.1,"[]","[]",,,
463957,32897,2017,11,true,false,false,false,false,false,0.06,0.12,0.01,5.29,"[]","[]",,,
464053,36118,2017,11,true,false,false,false,false,false,0.33,0.42,0.05,4,"[]","[]",,,
463271,34197,2017,11,true,false,false,false,false,false,0.43,0.64,0.06,4.2,"[]","[]",,,
463768,10223,2017,11,true,false,false,false,false,false,0.08,0.6,0.02,6.7,"[]","[]",,,
463972,12466,2017,11,true,false,false,false,true,false,0.11,1.01,0.18,6.39,"[]","[]","{""id"":731853,""liceReport"":null,""entireLocality"":false,""cleanerFishDetail"":[{""id"":757360,""speciesId"":2221,""species"":{""id"":2221,""name"":""Rognkjeks (felles)""},""quantity"":16913}]}",,
464062,12237,2017,11,true,false,false,false,false,false,0.03,0.11,0.07,6.16,"[]","[]",,,
463865,11543,2017,11,true,false,false,false,false,false,0.12,0.73,0.44,5.3,"[]","[]",,,
463691,11435,2017,11,true,false,false,false,false,false,0,0.09,0.04,5.1,"[]","[]",,,
463526,11721,2017,11,true,false,false,false,false,false,0,0,0,5.5,"[]","[]",,,
463805,31038,2017,11,true,false,false,false,false,false,0.23,1.37,0.38,4.8,"[]","[]",,,
463241,33537,2017,11,true,false,false,false,false,false,0.41,0.21,0,5.2,"[]","[]",,,
463727,12361,2017,11,true,false,false,false,false,false,0.19,2.26,0.87,6.2,"[]","[]",,,
463475,22035,2017,11,true,false,false,false,false,false,0.03,0.11,0.08,5.2,"[]","[]",,,
463487,11754,2017,11,true,false,false,false,false,false,0.11,0.26,0,5.8,"[]","[]",,,
463498,12007,2017,11,true,true,false,false,false,false,0.8,1.47,0.13,4.6,"[]","[]",,"{""id"":702749,""entireLocality"":true}",
463846,32457,2017,11,true,false,false,false,false,false,0.07,3,0.33,5.2,"[]","[]",,,
463385,31137,2017,11,true,false,false,false,false,false,0,0,0,3.8,"[]","[]",,,
463674,21336,2017,11,true,false,false,false,false,false,0.35,6.75,0.69,6.66,"[]","[]",,,
463726,35957,2017,11,true,false,false,false,false,false,0.15,0.18,0.48,3.6,"[]","[]",,,
463204,14799,2017,11,true,false,false,false,false,false,0.13,0.54,0.35,4.8,"[]","[]",,,
463852,10110,2017,11,true,false,false,false,false,false,0.22,1.04,0.35,4.4,"[]","[]",,,
464065,20455,2017,11,true,false,false,false,false,false,0.14,0.37,0.13,5.2,"[]","[]",,,
463783,10338,2017,11,true,false,false,false,false,false,0.38,1.11,0.08,6.2,"[]","[]",,,
463479,26595,2017,11,true,false,false,false,false,false,0.48,1.64,0.42,5.1,"[]","[]",,,
463420,30097,2017,11,true,false,false,false,false,false,0.04,0.11,0,5,"[]","[]",,,
